soc,title,linguistic,logical,spatial,kinesthetic,musical,interpersonal,intrapersonal,naturalistic,linguistic_z,logical_z,spatial_z,kinesthetic_z,musical_z,interpersonal_z,intrapersonal_z,naturalistic_z,linguistic_pct,logical_pct,spatial_pct,kinesthetic_pct,musical_pct,interpersonal_pct,intrapersonal_pct,naturalistic_pct
29-2051.00,Dietetic Technicians,17.28,13.85,9.86,6.4,7.61,18.2,13.92,12.87,-0.336,-0.26,-0.735,-0.207,0.216,1.1,-0.16,0.439,37.1,45.9,29.1,50.1,63.4,83.4,47.3,72.9
29-1031.00,Dietitians and Nutritionists,19.69,15.98,8.43,1.44,3.27,18.53,18.07,14.58,0.277,0.512,-1.314,-1.153,-1.041,1.196,1.315,1.322,61.5,72.7,8.1,9.2,13.4,85.6,89.0,90.4
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,14.83,9.74,10.98,14.77,8.46,16.83,11.77,12.62,-0.959,-1.751,-0.281,1.39,0.462,0.702,-0.924,0.309,20.4,0.7,43.6,88.3,70.1,73.0,20.7,69.0
21-2021.00,"Directors, Religious Activities and Education",21.13,13.54,8.48,1.5,4.32,19.84,22.51,8.7,0.643,-0.373,-1.294,-1.142,-0.737,1.577,2.892,-1.717,74.6,42.3,8.2,10.7,27.0,93.0,99.8,1.9
35-9021.00,Dishwashers,15.61,10.01,12.4,19.23,8.38,11.93,10.58,11.87,-0.76,-1.653,0.294,2.241,0.439,-0.723,-1.347,-0.078,26.2,1.3,62.0,99.6,68.8,29.8,6.5,52.0
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",22.48,13.55,9.62,2.68,7.11,18.6,15.37,10.6,0.987,-0.369,-0.832,-0.917,0.071,1.216,0.355,-0.735,84.5,42.4,24.7,25.6,58.8,86.0,65.0,23.5
15-1299.03,Document Management Specialists,21.96,17.31,10.69,2.83,3.87,15.98,15.7,11.67,0.854,0.994,-0.399,-0.888,-0.867,0.455,0.473,-0.182,81.2,83.9,39.8,27.2,22.1,65.3,69.2,46.4
41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",25.45,13.65,8.12,2.16,1.69,25.09,15.3,8.54,1.742,-0.333,-1.44,-1.016,-1.499,3.103,0.33,-1.8,95.4,43.5,5.5,21.4,1.6,100.0,64.2,1.1
53-7031.00,Dredge Operators,12.93,10.65,14.1,15.62,14.44,10.45,11.04,10.76,-1.442,-1.421,0.982,1.553,2.194,-1.153,-1.183,-0.652,6.9,4.1,82.3,91.8,98.0,12.6,12.2,26.6
51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",14.84,15.43,14.13,12.47,10.41,9.43,10.37,12.91,-0.956,0.313,0.994,0.951,1.027,-1.45,-1.421,0.459,20.7,68.9,82.9,77.0,82.9,4.6,4.1,73.4
53-3031.00,Driver/Sales Workers,18.16,12.4,11.05,11.28,8.32,14.78,11.05,12.95,-0.112,-0.786,-0.253,0.724,0.421,0.106,-1.18,0.48,45.6,23.0,44.9,71.0,68.5,56.0,12.4,74.2
47-2081.00,Drywall and Ceiling Tile Installers,14.19,13.13,15.98,17.03,6.87,10.76,10.5,11.54,-1.121,-0.521,1.744,1.822,0.002,-1.063,-1.375,-0.249,15.3,34.3,95.3,96.9,56.6,16.2,5.6,43.6
47-5023.00,"Earth Drillers, Except Oil and Gas",12.88,11.9,15.12,14.83,12.96,9.84,10.7,11.76,-1.455,-0.968,1.395,1.402,1.765,-1.331,-1.304,-0.135,6.5,15.1,91.3,88.5,94.3,7.3,7.7,49.1
25-1063.00,"Economics Teachers, Postsecondary",24.49,17.54,8.68,1.16,3.92,15.38,18.29,10.55,1.498,1.078,-1.213,-1.207,-0.853,0.28,1.393,-0.761,92.7,85.1,9.7,4.4,22.9,60.9,90.9,21.9
19-3011.00,Economists,24.89,21.47,8.67,1.03,1.65,13.64,17.99,10.66,1.6,2.503,-1.217,-1.232,-1.51,-0.226,1.286,-0.704,93.6,98.4,9.6,1.9,1.5,46.1,88.6,24.6
27-3041.00,Editors,28.23,13.06,11.47,2.68,3.65,14.25,14.39,12.25,2.449,-0.547,-0.083,-0.917,-0.931,-0.048,0.007,0.118,98.9,33.0,50.2,25.6,19.7,51.9,53.8,60.1
11-9032.00,"Education Administrators, Kindergarten through Secondary",22.28,16.21,8.4,1.73,3.56,18.73,19.44,9.65,0.936,0.596,-1.326,-1.098,-0.957,1.254,1.801,-1.226,83.0,75.3,7.7,16.6,17.9,87.4,95.1,8.8
11-9033.00,"Education Administrators, Postsecondary",22.48,15.66,9.12,1.52,3.32,19.35,18.59,9.96,0.987,0.396,-1.035,-1.138,-1.027,1.434,1.499,-1.066,84.5,70.7,16.8,11.1,13.9,90.8,93.0,12.4
25-1081.00,"Education Teachers, Postsecondary",26.27,14.08,7.33,1.4,1.78,18.56,21.92,8.66,1.951,-0.177,-1.76,-1.161,-1.473,1.205,2.683,-1.738,96.9,50.4,0.9,8.5,1.9,85.8,99.4,1.6
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",20.05,14.75,8.94,2.69,4.85,20.05,18.1,10.57,0.369,0.066,-1.108,-0.915,-0.583,1.638,1.325,-0.75,65.5,60.2,13.6,25.7,34.1,94.1,89.3,22.6
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",23.17,14.82,8.29,1.11,3.5,20.46,19.45,9.21,1.162,0.091,-1.371,-1.216,-0.974,1.757,1.805,-1.453,87.8,61.1,6.5,3.6,17.0,95.9,95.2,4.9
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",12.6,12.91,13.87,13.79,13.29,9.65,12.14,11.76,-1.526,-0.601,0.889,1.203,1.861,-1.386,-0.792,-0.135,4.6,30.0,79.3,84.2,95.5,5.7,26.0,49.1
17-2071.00,Electrical Engineers,20.1,19.89,13.58,2.84,4.47,11.62,15.03,12.46,0.381,1.93,0.772,-0.886,-0.694,-0.813,0.234,0.227,66.0,94.7,75.6,27.4,29.3,25.8,60.4,65.3
49-9051.00,Electrical Power-Line Installers and Repairers,13.77,13.2,14.28,15.41,8.43,12.01,11.81,11.07,-1.228,-0.496,1.055,1.512,0.453,-0.7,-0.91,-0.492,12.2,35.6,85.1,91.2,69.4,30.6,20.8,32.8
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,17.96,17.05,14.78,7.16,6.7,11.4,12.66,12.3,-0.163,0.9,1.258,-0.062,-0.048,-0.877,-0.608,0.144,43.4,82.2,88.7,54.4,54.6,23.6,31.9,61.3
51-2022.00,Electrical and Electronic Equipment Assemblers,15.99,11.84,15.61,12.47,8.43,10.3,12.37,12.99,-0.664,-0.989,1.594,0.951,0.453,-1.197,-0.711,0.501,29.1,14.5,93.7,77.0,69.4,10.9,28.9,74.7
17-3012.00,Electrical and Electronics Drafters,19.8,17.44,16.93,3.52,4.45,12.66,12.99,12.2,0.305,1.042,2.128,-0.757,-0.699,-0.511,-0.49,0.092,63.1,84.7,98.1,32.9,28.4,37.0,36.5,59.4
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",15.06,15.9,14.7,11.68,6.74,12.48,11.26,12.19,-0.9,0.483,1.225,0.801,-0.036,-0.563,-1.105,0.087,22.1,72.1,87.8,72.9,55.0,35.3,15.3,59.2
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",14.0,15.6,14.06,10.93,8.85,11.59,11.95,13.01,-1.17,0.374,0.966,0.658,0.575,-0.822,-0.86,0.511,13.6,70.4,82.2,69.4,73.4,25.5,22.6,75.1
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",16.07,15.84,14.38,10.9,7.68,11.38,12.08,11.65,-0.643,0.461,1.096,0.652,0.236,-0.883,-0.814,-0.192,29.6,71.8,85.7,69.2,64.3,23.3,25.2,46.1
47-2111.00,Electricians,13.38,13.99,14.73,11.93,8.78,11.74,13.29,12.17,-1.327,-0.21,1.237,0.848,0.555,-0.778,-0.384,0.077,8.6,48.8,88.3,73.8,72.9,27.6,39.8,58.3
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,13.66,15.12,13.74,11.85,10.7,9.02,13.58,12.33,-1.256,0.2,0.836,0.833,1.111,-1.569,-0.281,0.159,11.4,65.3,78.0,73.5,84.3,3.4,43.2,62.4
51-2023.00,Electromechanical Equipment Assemblers,15.27,13.87,15.54,12.54,10.59,8.06,10.63,13.48,-0.847,-0.253,1.565,0.965,1.079,-1.848,-1.329,0.754,23.7,46.1,93.5,77.1,83.9,0.6,6.9,81.3
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",14.1,13.88,14.29,12.89,11.68,11.52,10.16,11.47,-1.144,-0.249,1.059,1.032,1.395,-0.842,-1.496,-0.285,14.7,46.2,85.2,78.5,88.6,24.7,2.6,41.6
17-2072.00,"Electronics Engineers, Except Computer",17.77,19.68,15.62,5.98,5.24,10.59,13.43,11.69,-0.211,1.854,1.598,-0.287,-0.471,-1.112,-0.334,-0.171,41.8,94.0,93.8,47.9,39.7,14.4,41.6,47.0
25-2021.00,"Elementary School Teachers, Except Special Education",20.67,14.03,9.46,2.5,5.42,18.27,19.39,10.26,0.526,-0.195,-0.897,-0.951,-0.418,1.12,1.784,-0.911,70.9,49.6,22.1,23.5,42.2,83.9,94.7,17.4
47-4021.00,Elevator and Escalator Installers and Repairers,14.11,15.14,13.96,14.03,7.44,11.85,12.16,11.3,-1.142,0.207,0.925,1.249,0.167,-0.746,-0.785,-0.373,14.8,65.9,81.0,85.2,61.9,28.7,26.3,38.1
43-4061.00,"Eligibility Interviewers, Government Programs",25.66,15.14,8.12,1.9,3.42,21.5,14.38,9.89,1.795,0.207,-1.44,-1.066,-0.998,2.059,0.004,-1.102,95.7,65.9,5.5,18.3,15.4,98.4,53.5,11.4
39-4011.00,Embalmers,17.37,12.63,11.42,9.01,4.3,16.41,15.91,12.95,-0.313,-0.703,-0.103,0.291,-0.743,0.58,0.547,0.48,37.9,26.0,49.1,63.0,26.7,68.2,71.5,74.2
11-9161.00,Emergency Management Directors,19.97,16.2,9.7,2.51,3.19,19.31,17.65,11.46,0.348,0.592,-0.8,-0.949,-1.064,1.423,1.165,-0.29,64.8,75.2,26.6,23.6,12.8,90.6,86.2,41.4
29-1214.00,Emergency Medicine Physicians,18.83,13.99,9.58,6.25,4.85,16.25,16.98,13.27,0.058,-0.21,-0.848,-0.236,-0.583,0.533,0.927,0.645,52.1,48.8,24.4,49.4,34.1,67.7,81.1,78.1
31-9099.02,Endoscopy Technicians,18.78,12.66,11.82,10.58,4.76,14.28,14.14,12.97,0.046,-0.692,0.059,0.591,-0.61,-0.04,-0.082,0.49,51.5,26.6,54.3,68.2,32.8,52.1,49.9,74.5
47-4011.01,Energy Auditors,18.83,17.66,12.26,7.0,5.69,13.57,13.36,11.63,0.058,1.121,0.237,-0.092,-0.34,-0.246,-0.359,-0.202,52.1,85.9,60.0,52.9,44.1,45.4,40.7,45.5
17-2199.03,"Energy Engineers, Except Wind and Solar",19.9,19.93,12.59,1.65,4.61,13.44,15.5,12.38,0.331,1.945,0.371,-1.113,-0.653,-0.284,0.401,0.185,64.0,95.0,63.8,15.0,30.9,44.4,66.7,63.8
51-2031.00,Engine and Other Machine Assemblers,13.94,12.06,14.78,13.73,11.43,11.05,10.49,12.51,-1.185,-0.909,1.258,1.192,1.322,-0.979,-1.379,0.252,13.4,17.7,88.7,83.8,87.9,19.4,5.4,66.3
25-1032.00,"Engineering Teachers, Postsecondary",22.13,19.76,12.99,1.19,3.71,12.72,15.99,11.51,0.898,1.883,0.533,-1.201,-0.914,-0.493,0.576,-0.265,82.1,94.2,68.9,5.0,20.5,37.4,73.0,42.6
25-1123.00,"English Language and Literature Teachers, Postsecondary",27.21,12.29,8.08,1.02,3.5,17.52,21.48,8.91,2.19,-0.826,-1.456,-1.234,-0.974,0.902,2.526,-1.608,98.1,21.0,4.8,1.8,17.0,78.2,99.3,2.8
11-9072.00,"Entertainment and Recreation Managers, Except Gambling",20.24,14.53,9.7,3.61,4.15,20.39,16.44,10.94,0.417,-0.014,-0.8,-0.739,-0.786,1.737,0.735,-0.559,67.3,57.0,26.6,33.4,25.4,95.7,76.5,30.2
13-1041.01,Environmental Compliance Inspectors,19.72,16.33,11.31,3.99,7.23,11.77,15.65,14.0,0.285,0.639,-0.148,-0.667,0.106,-0.769,0.455,1.023,61.9,76.3,47.9,36.7,60.1,28.1,68.7,86.0
19-3011.01,Environmental Economists,23.86,20.5,10.38,1.15,1.34,13.0,17.64,12.12,1.338,2.151,-0.524,-1.209,-1.6,-0.412,1.162,0.051,90.2,96.9,36.1,4.1,0.6,40.4,86.1,57.4
17-3025.00,Environmental Engineering Technologists and Technicians,17.95,17.1,11.55,7.26,4.97,11.95,14.99,14.24,-0.165,0.918,-0.051,-0.043,-0.549,-0.717,0.22,1.147,43.3,82.7,51.3,54.9,35.5,29.9,60.1,88.5
17-2081.00,Environmental Engineers,20.0,19.4,14.39,1.57,1.92,13.02,15.25,14.45,0.356,1.752,1.1,-1.129,-1.432,-0.406,0.313,1.255,65.1,92.8,85.9,12.6,2.9,40.6,63.5,89.5
19-2041.02,Environmental Restoration Planners,19.69,16.8,11.94,3.43,3.6,12.86,14.47,17.21,0.277,0.809,0.107,-0.774,-0.946,-0.452,0.035,2.682,61.5,80.1,55.9,32.3,19.1,38.7,54.6,97.8
25-1053.00,"Environmental Science Teachers, Postsecondary",22.77,16.99,8.09,0.97,2.22,14.66,17.63,16.67,1.06,0.878,-1.452,-1.243,-1.345,0.071,1.158,2.403,85.7,81.4,5.0,1.1,4.9,54.9,86.0,97.3
19-4042.00,"Environmental Science and Protection Technicians, Including Health",19.42,16.22,11.11,6.7,5.85,12.86,13.31,14.54,0.209,0.599,-0.229,-0.15,-0.294,-0.452,-0.377,1.302,58.3,75.4,45.4,51.3,46.1,38.7,39.9,90.2
19-2041.00,"Environmental Scientists and Specialists, Including Health",21.71,17.5,9.77,2.19,4.02,13.48,15.96,15.39,0.791,1.063,-0.771,-1.01,-0.824,-0.272,0.565,1.741,79.1,84.9,27.4,21.7,23.8,44.9,72.7,94.2
19-1041.00,Epidemiologists,21.37,18.99,9.96,1.48,1.44,14.21,16.52,16.03,0.704,1.604,-0.694,-1.146,-1.571,-0.06,0.764,2.072,76.6,91.8,30.9,10.4,0.8,51.5,77.3,95.3
13-1041.03,Equal Opportunity Representatives and Officers,23.17,15.64,9.28,1.26,5.18,17.93,17.1,10.44,1.162,0.389,-0.97,-1.188,-0.488,1.022,0.97,-0.818,87.8,70.5,19.0,6.5,38.6,81.1,81.9,20.5
51-9194.00,Etchers and Engravers,15.82,12.63,14.87,13.08,6.47,11.16,11.38,14.58,-0.707,-0.703,1.294,1.068,-0.114,-0.947,-1.062,1.322,28.0,26.0,89.4,79.6,52.7,20.7,16.3,90.4
47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining",12.09,9.79,14.9,16.3,16.51,9.67,10.6,10.15,-1.656,-1.733,1.306,1.682,2.793,-1.38,-1.34,-0.968,2.7,1.0,89.8,94.3,99.4,5.9,6.7,15.4
43-6011.00,Executive Secretaries and Executive Administrative Assistants,25.35,13.64,10.89,2.75,5.21,15.76,14.99,11.42,1.717,-0.337,-0.318,-0.903,-0.479,0.391,0.22,-0.311,95.2,43.2,42.8,26.7,39.0,63.3,60.1,40.7
29-1128.00,Exercise Physiologists,20.12,14.64,8.82,5.78,4.68,17.69,16.34,11.94,0.387,0.026,-1.156,-0.325,-0.633,0.952,0.7,-0.042,66.2,58.4,11.2,46.6,31.8,78.9,75.5,53.7
39-9031.00,Exercise Trainers and Group Fitness Instructors,17.68,10.55,8.19,14.87,4.22,18.42,16.93,9.14,-0.234,-1.457,-1.411,1.409,-0.766,1.164,0.91,-1.49,40.5,2.9,6.2,88.6,26.0,84.7,80.8,4.0
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",13.56,13.97,13.84,12.33,9.83,11.52,12.74,12.22,-1.282,-0.217,0.877,0.925,0.859,-0.842,-0.579,0.103,10.2,48.0,78.9,76.2,79.9,24.7,33.2,59.8
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",13.23,12.5,13.4,15.77,11.42,8.98,11.49,13.22,-1.366,-0.75,0.699,1.581,1.319,-1.581,-1.023,0.619,7.9,24.9,72.8,92.5,87.7,2.9,17.6,77.3
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",14.45,12.24,12.26,14.1,12.36,10.57,12.08,11.93,-1.055,-0.844,0.237,1.263,1.592,-1.118,-0.814,-0.047,17.7,20.1,60.0,85.7,92.3,14.0,25.2,53.4
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",12.91,12.02,13.95,14.96,13.48,8.43,10.72,13.53,-1.447,-0.924,0.921,1.427,1.916,-1.74,-1.297,0.78,6.7,16.9,80.9,89.1,96.0,1.5,8.2,82.3
51-6092.00,Fabric and Apparel Patternmakers,16.08,15.41,17.4,8.58,5.59,10.61,13.37,12.95,-0.641,0.305,2.319,0.209,-0.369,-1.107,-0.355,0.48,29.8,68.5,98.9,61.0,43.3,14.8,40.9,74.2
11-3013.00,Facilities Managers,18.47,14.75,10.15,6.2,5.84,17.91,15.95,10.73,-0.033,0.066,-0.617,-0.245,-0.297,1.016,0.561,-0.668,49.0,60.2,33.1,49.0,46.0,80.9,72.3,26.0
45-4021.00,Fallers,9.13,10.13,15.47,19.58,16.56,7.26,10.13,11.76,-2.408,-1.609,1.537,2.308,2.808,-2.081,-1.507,-0.135,0.1,1.6,92.8,99.7,99.6,0.1,2.5,49.1
29-1215.00,Family Medicine Physicians,20.56,14.68,8.56,3.09,4.88,16.75,17.33,14.15,0.498,0.041,-1.261,-0.839,-0.575,0.678,1.052,1.1,69.9,59.3,8.7,29.9,34.5,72.3,83.7,87.6
25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",25.39,14.46,8.37,1.47,2.43,17.8,20.77,9.31,1.727,-0.039,-1.338,-1.148,-1.284,0.984,2.274,-1.402,95.3,56.0,7.2,10.2,5.5,80.1,98.1,5.8
49-3041.00,Farm Equipment Mechanics and Service Technicians,12.52,13.93,13.7,14.98,14.02,8.69,11.32,10.84,-1.546,-0.231,0.82,1.43,2.072,-1.665,-1.084,-0.611,4.0,47.4,77.2,89.3,97.5,2.2,15.7,27.7
13-1074.00,Farm Labor Contractors,19.2,12.97,9.06,9.16,6.62,17.52,11.66,13.81,0.153,-0.579,-1.059,0.32,-0.071,0.902,-0.963,0.924,56.8,31.4,15.2,63.3,53.9,78.2,19.8,84.2
25-9021.00,Farm and Home Management Educators,20.7,15.31,9.13,3.6,4.29,16.59,16.01,14.37,0.534,0.269,-1.031,-0.741,-0.746,0.632,0.583,1.214,71.1,67.2,17.0,33.3,26.5,70.4,73.5,89.1
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",16.81,14.9,11.33,7.48,6.96,13.94,13.32,15.26,-0.455,0.12,-0.14,-0.001,0.028,-0.138,-0.373,1.674,34.3,62.5,48.3,55.9,57.6,49.3,40.2,93.2
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",14.17,11.69,12.98,20.3,7.24,9.82,10.66,13.12,-1.127,-1.044,0.529,2.446,0.109,-1.336,-1.318,0.568,15.2,12.8,68.7,99.8,60.4,7.0,7.6,76.2
45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",14.67,12.79,12.37,13.73,8.58,10.82,12.8,14.24,-0.999,-0.645,0.282,1.192,0.497,-1.046,-0.558,1.147,19.2,28.2,61.5,83.8,71.8,16.7,34.0,88.5
27-1022.00,Fashion Designers,18.19,13.83,16.17,4.94,5.73,14.22,15.17,11.75,-0.104,-0.268,1.82,-0.486,-0.329,-0.057,0.284,-0.14,46.1,45.5,95.9,42.1,44.5,51.6,62.0,48.7
35-3023.00,Fast Food and Counter Workers,19.01,12.15,9.91,8.55,7.85,17.37,11.92,13.24,0.104,-0.877,-0.715,0.203,0.285,0.859,-0.871,0.63,54.0,19.0,29.9,60.7,65.7,77.4,21.7,77.6
47-4031.00,Fence Erectors,13.23,12.55,15.05,16.59,8.39,13.94,10.51,9.74,-1.366,-0.732,1.367,1.738,0.442,-0.138,-1.372,-1.179,7.9,25.4,90.4,95.5,69.0,49.3,5.7,10.1
51-2051.00,Fiberglass Laminators and Fabricators,13.24,12.1,13.41,13.48,11.01,11.66,11.94,13.16,-1.363,-0.895,0.703,1.144,1.201,-0.801,-0.863,0.588,8.1,18.5,73.2,81.0,85.9,26.4,22.5,76.7
43-4071.00,File Clerks,22.14,14.36,12.01,6.2,2.29,16.12,12.61,14.26,0.9,-0.075,0.136,-0.245,-1.325,0.495,-0.625,1.157,82.3,54.3,56.9,49.0,5.0,66.8,31.5,88.8
27-4032.00,Film and Video Editors,21.58,13.93,14.55,4.19,8.56,12.04,12.38,12.78,0.758,-0.231,1.164,-0.629,0.491,-0.691,-0.707,0.392,78.3,47.4,86.8,37.7,71.4,31.3,29.1,72.1
13-2061.00,Financial Examiners,22.36,19.03,9.54,1.08,2.98,14.11,18.5,12.4,0.956,1.618,-0.865,-1.222,-1.125,-0.089,1.467,0.196,83.6,92.3,23.4,3.2,9.5,50.7,92.6,64.2
11-3031.00,Financial Managers,21.8,18.05,8.74,1.58,2.67,19.49,17.14,10.53,0.814,1.263,-1.189,-1.127,-1.215,1.475,0.984,-0.771,79.8,87.6,10.4,13.1,6.9,91.7,82.0,21.6
13-2099.01,Financial Quantitative Analysts,22.03,24.1,8.88,1.59,3.17,12.48,17.21,10.54,0.872,3.457,-1.132,-1.125,-1.07,-0.563,1.009,-0.766,81.5,99.7,12.6,13.3,12.4,35.3,82.9,21.8
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",15.42,11.94,20.75,9.21,6.98,10.31,12.41,12.97,-0.809,-0.953,3.675,0.329,0.033,-1.194,-0.696,0.49,24.7,15.8,100.0,63.5,57.9,11.0,29.4,74.5
33-2021.00,Fire Inspectors and Investigators,18.8,14.31,11.35,6.14,6.61,16.96,13.94,11.88,0.051,-0.094,-0.132,-0.257,-0.074,0.74,-0.153,-0.073,51.6,53.8,48.5,48.7,53.8,74.3,47.7,52.6
17-2111.02,Fire-Prevention and Protection Engineers,18.29,19.66,15.08,1.53,4.58,13.0,14.51,13.35,-0.079,1.847,1.379,-1.136,-0.662,-0.412,0.05,0.687,47.5,93.8,90.6,11.7,30.3,40.4,55.1,79.2
33-2011.00,Firefighters,13.66,12.39,11.93,12.79,10.63,14.41,13.07,11.13,-1.256,-0.79,0.103,1.013,1.091,-0.002,-0.462,-0.461,11.4,22.9,55.8,78.1,84.1,53.1,37.4,34.1
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,17.31,13.9,12.53,8.29,8.53,15.52,13.91,10.01,-0.328,-0.242,0.346,0.154,0.482,0.321,-0.163,-1.04,37.2,46.5,63.2,59.7,71.0,62.1,47.2,13.1
33-1011.00,First-Line Supervisors of Correctional Officers,18.0,12.74,8.65,8.41,7.71,17.72,17.73,9.03,-0.153,-0.663,-1.225,0.177,0.245,0.96,1.194,-1.546,44.5,27.6,9.4,60.2,64.5,79.3,86.9,3.6
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",15.74,13.18,11.0,9.52,7.43,14.85,15.17,13.11,-0.727,-0.503,-0.273,0.388,0.164,0.126,0.284,0.563,27.4,35.2,44.2,64.7,61.3,56.3,62.0,76.1
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,16.71,12.8,10.93,9.32,8.12,17.24,14.01,10.87,-0.481,-0.641,-0.302,0.35,0.364,0.821,-0.128,-0.595,33.8,28.5,43.2,64.1,67.2,76.5,48.2,28.5
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,17.82,13.09,9.86,6.32,7.59,17.72,15.58,12.02,-0.198,-0.536,-0.735,-0.222,0.21,0.96,0.43,-0.001,42.3,33.6,29.1,49.9,63.1,79.3,68.0,55.1
39-1013.00,First-Line Supervisors of Gambling Services Workers,18.46,14.3,9.37,5.87,7.27,18.79,15.59,10.34,-0.036,-0.097,-0.933,-0.308,0.117,1.272,0.433,-0.869,48.8,53.7,20.7,47.1,60.7,88.1,68.2,18.7
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",18.99,14.01,10.18,7.68,7.49,16.71,14.79,10.14,0.099,-0.202,-0.605,0.037,0.181,0.667,0.149,-0.973,53.8,49.2,33.6,57.3,62.6,71.8,57.9,15.1
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,19.08,12.92,9.32,8.15,3.7,20.12,16.07,10.65,0.122,-0.598,-0.954,0.127,-0.917,1.658,0.604,-0.709,54.8,30.4,19.5,59.1,20.4,94.7,74.0,24.5
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",16.5,12.96,11.79,8.83,7.6,16.14,14.79,11.38,-0.534,-0.583,0.047,0.257,0.213,0.501,0.149,-0.332,32.7,31.3,53.9,62.1,63.3,66.9,57.9,39.6
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,18.5,14.86,9.72,5.92,6.05,18.22,14.95,11.78,-0.025,0.106,-0.792,-0.299,-0.236,1.106,0.206,-0.125,49.6,62.0,26.8,47.5,48.0,83.6,59.6,49.6
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",16.5,13.99,11.33,8.04,9.72,14.39,14.94,11.08,-0.534,-0.21,-0.14,0.106,0.827,-0.008,0.202,-0.487,32.7,48.8,48.3,58.2,79.1,52.7,59.4,33.1
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,20.99,15.75,9.33,1.78,3.64,20.22,17.79,10.5,0.608,0.429,-0.95,-1.089,-0.934,1.687,1.215,-0.787,73.5,71.3,19.7,17.0,19.6,95.4,87.2,21.0
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,20.91,14.51,8.94,2.2,6.97,19.02,18.45,9.0,0.587,-0.021,-1.108,-1.008,0.031,1.338,1.45,-1.562,73.2,56.9,13.6,21.8,57.7,89.4,92.1,3.5
39-1022.00,First-Line Supervisors of Personal Service Workers,20.62,13.42,7.76,4.07,5.6,22.02,18.0,8.52,0.514,-0.416,-1.585,-0.652,-0.366,2.211,1.29,-1.81,70.6,39.6,3.0,36.9,43.4,99.0,88.7,0.9
33-1012.00,First-Line Supervisors of Police and Detectives,17.37,12.93,9.51,7.38,7.49,18.11,17.58,9.61,-0.313,-0.594,-0.877,-0.02,0.181,1.074,1.141,-1.247,37.9,30.5,23.0,55.5,62.6,82.8,85.2,8.1
51-1011.00,First-Line Supervisors of Production and Operating Workers,18.44,14.67,10.79,7.87,6.8,15.69,14.69,11.06,-0.041,0.037,-0.358,0.074,-0.019,0.37,0.114,-0.497,48.4,58.8,41.6,57.6,55.9,62.8,56.7,32.6
41-1011.00,First-Line Supervisors of Retail Sales Workers,19.06,14.15,9.33,5.62,5.86,20.48,15.74,9.76,0.117,-0.152,-0.95,-0.356,-0.291,1.763,0.487,-1.169,54.5,51.1,19.7,45.5,46.3,96.0,69.7,10.2
33-1091.00,First-Line Supervisors of Security Workers,17.72,12.92,10.64,5.59,7.48,18.63,16.26,10.76,-0.224,-0.598,-0.419,-0.361,0.178,1.225,0.671,-0.652,41.1,30.4,38.9,45.2,62.4,86.5,75.1,26.6
33-3031.00,Fish and Game Wardens,17.24,12.99,11.02,8.18,6.43,15.37,14.29,14.49,-0.346,-0.572,-0.265,0.133,-0.126,0.277,-0.028,1.276,36.8,31.7,44.4,59.4,52.6,60.7,52.5,89.9
