soc,title,linguistic,logical,spatial,kinesthetic,musical,interpersonal,intrapersonal,naturalistic,linguistic_z,logical_z,spatial_z,kinesthetic_z,musical_z,interpersonal_z,intrapersonal_z,naturalistic_z,linguistic_pct,logical_pct,spatial_pct,kinesthetic_pct,musical_pct,interpersonal_pct,intrapersonal_pct,naturalistic_pct
39-9032.00,Recreation Workers,20.35,12.39,9.25,6.26,5.77,19.89,17.45,8.64,0.445,-0.79,-0.982,-0.234,-0.317,1.591,1.094,-1.748,68.6,22.9,18.6,49.7,45.2,93.3,84.3,1.5
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",23.0,14.65,7.87,1.26,3.9,18.68,19.33,11.32,1.119,0.03,-1.541,-1.188,-0.859,1.24,1.762,-0.363,86.6,58.6,3.5,6.5,22.5,87.0,94.5,38.5
29-1125.00,Recreational Therapists,18.98,12.48,8.56,6.22,4.61,21.68,18.87,8.59,0.097,-0.757,-1.261,-0.241,-0.653,2.112,1.599,-1.774,53.6,24.8,8.7,49.1,30.9,98.8,93.5,1.3
49-3092.00,Recreational Vehicle Service Technicians,14.76,12.46,13.38,12.9,12.03,12.56,10.93,10.98,-0.977,-0.764,0.691,1.034,1.496,-0.54,-1.222,-0.538,19.8,24.5,72.6,78.6,90.7,36.4,10.5,31.0
53-1042.01,Recycling Coordinators,18.89,14.94,8.94,5.67,6.1,19.15,15.74,10.58,0.074,0.135,-1.108,-0.346,-0.221,1.376,0.487,-0.745,52.7,63.2,13.6,45.6,49.0,89.7,69.7,23.3
53-7062.04,Recycling and Reclamation Workers,14.38,10.4,13.32,16.04,8.53,12.38,11.16,13.79,-1.073,-1.512,0.666,1.633,0.482,-0.592,-1.141,0.914,17.3,2.6,71.9,93.8,71.0,34.5,13.9,84.0
49-9045.00,"Refractory Materials Repairers, Except Brickmasons",14.61,11.61,13.41,15.74,12.71,9.86,10.64,11.41,-1.015,-1.073,0.703,1.575,1.693,-1.325,-1.325,-0.316,19.0,11.4,73.2,92.3,93.6,7.6,7.0,40.5
53-7081.00,Refuse and Recyclable Material Collectors,15.1,9.85,13.92,16.51,13.7,10.57,8.88,11.48,-0.89,-1.711,0.909,1.722,1.98,-1.118,-1.951,-0.28,22.5,1.1,80.1,95.2,96.8,14.0,0.4,41.8
29-1141.00,Registered Nurses,17.4,13.6,9.7,7.23,6.43,16.8,17.88,10.96,-0.305,-0.351,-0.8,-0.049,-0.126,0.693,1.247,-0.549,38.5,43.0,26.6,54.7,52.6,72.8,87.6,30.5
11-9199.01,Regulatory Affairs Managers,24.07,17.02,9.66,1.04,2.93,14.83,17.4,13.06,1.391,0.889,-0.816,-1.23,-1.14,0.12,1.077,0.537,91.2,81.9,25.6,2.1,8.8,56.2,83.9,75.7
13-1041.07,Regulatory Affairs Specialists,24.42,17.3,9.48,1.29,4.46,14.01,15.83,13.22,1.48,0.991,-0.889,-1.182,-0.696,-0.118,0.519,0.619,92.6,83.8,22.6,6.9,29.1,49.9,71.0,77.3
21-1015.00,Rehabilitation Counselors,21.62,14.8,8.09,1.75,3.35,22.24,18.92,9.23,0.768,0.084,-1.452,-1.094,-1.018,2.275,1.617,-1.443,78.6,60.7,5.0,16.7,14.4,99.6,93.6,5.0
47-2171.00,Reinforcing Iron and Rebar Workers,11.26,12.86,15.31,18.38,11.41,10.1,10.54,10.14,-1.867,-0.619,1.472,2.079,1.316,-1.255,-1.361,-0.973,0.9,29.3,92.1,99.0,87.4,9.7,6.0,15.1
19-2099.01,Remote Sensing Scientists and Technologists,19.81,19.84,11.5,2.54,3.57,11.43,13.88,17.43,0.308,1.912,-0.071,-0.944,-0.954,-0.868,-0.174,2.796,63.2,94.6,51.0,24.2,18.1,23.8,46.9,98.1
19-4099.03,Remote Sensing Technicians,17.71,17.26,12.19,4.86,6.35,11.69,13.58,16.37,-0.226,0.976,0.209,-0.501,-0.149,-0.793,-0.281,2.248,40.9,83.6,58.9,41.6,51.3,26.7,43.2,96.5
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,20.86,13.12,8.97,5.38,6.84,18.54,14.38,11.91,0.575,-0.525,-1.095,-0.402,-0.007,1.199,0.004,-0.058,72.4,34.1,14.0,44.4,56.4,85.7,53.5,53.0
39-9041.00,Residential Advisors,20.65,13.07,8.11,3.32,6.06,22.22,18.27,8.29,0.521,-0.543,-1.444,-0.795,-0.233,2.269,1.386,-1.929,70.7,33.3,5.1,31.3,48.1,99.3,90.8,0.4
29-1126.00,Respiratory Therapists,16.47,14.27,9.62,7.68,7.78,15.75,16.24,12.19,-0.542,-0.108,-0.832,0.037,0.265,0.388,0.664,0.087,32.1,52.9,24.7,57.3,65.0,63.2,74.9,59.2
33-9099.02,Retail Loss Prevention Specialists,18.81,14.95,10.51,5.93,6.59,16.5,15.81,10.91,0.053,0.139,-0.472,-0.297,-0.08,0.606,0.512,-0.575,51.9,63.3,37.9,47.7,53.7,69.4,70.6,29.4
41-2031.00,Retail Salespersons,21.28,13.02,9.05,5.77,6.09,20.55,14.88,9.35,0.682,-0.561,-1.063,-0.327,-0.224,1.783,0.181,-1.381,75.5,32.2,15.1,46.5,48.8,96.3,58.6,6.2
49-9096.00,Riggers,13.53,12.88,15.12,13.65,11.0,12.27,10.37,11.17,-1.289,-0.612,1.395,1.177,1.198,-0.624,-1.421,-0.44,9.8,29.6,91.3,82.8,85.8,33.4,4.1,34.6
17-2199.08,Robotics Engineers,16.34,18.45,15.3,7.26,6.09,10.56,14.31,11.69,-0.575,1.408,1.468,-0.043,-0.224,-1.121,-0.021,-0.171,31.0,89.4,91.8,54.9,48.8,13.5,52.6,47.0
17-3024.01,Robotics Technicians,15.91,16.78,14.53,11.48,6.74,9.8,12.49,12.27,-0.684,0.802,1.156,0.763,-0.036,-1.342,-0.668,0.128,28.5,80.0,86.7,71.8,55.0,6.6,30.1,60.4
47-5051.00,"Rock Splitters, Quarry",13.04,11.36,13.66,18.76,9.65,11.23,10.22,12.09,-1.414,-1.163,0.804,2.152,0.807,-0.926,-1.475,0.035,7.4,8.5,76.4,99.2,79.0,21.5,3.0,57.2
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",13.66,11.59,12.11,15.6,12.4,10.35,12.58,11.71,-1.256,-1.08,0.176,1.549,1.603,-1.182,-0.636,-0.161,11.4,11.2,58.3,91.7,92.5,11.4,31.2,47.5
47-5043.00,"Roof Bolters, Mining",11.21,10.69,13.54,17.71,13.8,10.58,12.08,10.39,-1.879,-1.406,0.755,1.951,2.009,-1.115,-0.814,-0.843,0.4,4.3,75.1,97.9,97.2,14.3,25.2,19.9
47-2181.00,Roofers,13.68,12.27,14.21,16.77,8.5,13.62,10.66,10.29,-1.251,-0.833,1.027,1.772,0.474,-0.232,-1.318,-0.895,11.5,20.6,83.9,96.3,70.7,45.9,7.6,17.8
47-5012.00,"Rotary Drill Operators, Oil and Gas",13.53,13.03,11.69,13.39,11.38,12.83,13.38,10.77,-1.289,-0.558,0.006,1.127,1.308,-0.461,-0.352,-0.647,9.8,32.6,52.7,80.8,87.1,38.4,41.1,26.7
47-5071.00,"Roustabouts, Oil and Gas",11.38,11.54,14.17,16.41,14.58,10.27,9.99,11.66,-1.836,-1.098,1.011,1.703,2.234,-1.205,-1.556,-0.187,1.3,10.4,83.3,94.6,98.1,10.5,2.1,46.2
53-5011.00,Sailors and Marine Oilers,12.75,10.43,14.57,13.61,15.88,10.45,10.39,11.91,-1.488,-1.501,1.173,1.169,2.611,-1.153,-1.414,-0.058,5.4,2.7,87.1,82.2,99.2,12.6,4.3,53.0
41-9031.00,Sales Engineers,21.84,17.89,11.73,2.17,2.8,18.05,14.65,10.86,0.824,1.205,0.022,-1.014,-1.177,1.056,0.099,-0.601,80.2,86.9,53.5,21.5,7.8,82.0,56.2,28.3
11-2022.00,Sales Managers,21.3,16.53,8.84,1.71,2.55,20.75,18.35,9.96,0.687,0.712,-1.148,-1.102,-1.25,1.841,1.414,-1.066,76.0,78.1,11.7,15.9,5.9,96.9,91.6,12.4
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",25.3,15.02,8.24,3.72,3.01,20.8,14.66,9.24,1.704,0.164,-1.391,-0.718,-1.116,1.856,0.103,-1.438,95.1,64.3,6.3,34.7,9.8,97.0,56.4,5.1
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",24.0,14.44,9.58,2.84,4.0,19.48,15.45,10.21,1.373,-0.046,-0.848,-0.886,-0.83,1.472,0.384,-0.936,90.7,55.8,24.4,27.4,23.7,91.6,66.3,16.9
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",12.36,11.89,14.76,16.61,11.37,8.6,11.56,12.86,-1.587,-0.971,1.249,1.741,1.305,-1.691,-0.998,0.433,3.5,15.0,88.5,95.6,86.9,1.7,18.5,72.8
19-3034.00,School Psychologists,21.18,14.73,8.0,1.2,2.79,22.17,20.76,9.17,0.656,0.059,-1.488,-1.199,-1.18,2.254,2.27,-1.474,74.9,59.7,4.6,5.4,7.6,99.2,98.0,4.4
13-1161.01,Search Marketing Strategists,23.39,18.9,10.07,1.47,2.1,15.37,17.63,11.07,1.218,1.571,-0.65,-1.148,-1.38,0.277,1.158,-0.492,88.7,91.2,32.1,10.2,4.3,60.7,86.0,32.8
25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",21.32,14.05,9.85,1.64,4.77,18.08,19.46,10.83,0.692,-0.188,-0.739,-1.115,-0.607,1.065,1.808,-0.616,76.1,49.9,28.7,14.7,33.0,82.4,95.3,27.4
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",28.27,14.85,8.89,2.52,3.63,17.18,14.64,10.01,2.459,0.102,-1.128,-0.947,-0.937,0.803,0.096,-1.04,99.0,61.9,12.8,23.8,19.4,76.0,56.0,13.1
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",21.49,18.13,8.97,1.46,4.77,17.47,17.19,10.52,0.735,1.292,-1.095,-1.15,-0.607,0.888,1.002,-0.776,77.4,88.5,14.0,9.7,33.0,77.7,82.6,21.4
33-9032.00,Security Guards,17.7,11.28,10.67,7.02,9.79,18.16,13.77,11.6,-0.229,-1.192,-0.407,-0.089,0.847,1.088,-0.213,-0.218,40.8,7.7,39.4,53.1,79.5,83.0,45.6,44.7
13-1199.07,Security Management Specialists,19.47,16.2,11.83,4.08,4.85,16.67,15.31,11.59,0.221,0.592,0.063,-0.65,-0.583,0.655,0.334,-0.223,59.1,75.2,54.6,37.0,34.1,71.3,64.3,44.6
11-3013.01,Security Managers,18.71,14.56,10.29,4.4,7.44,17.03,16.66,10.92,0.028,-0.003,-0.561,-0.589,0.167,0.76,0.814,-0.569,51.0,57.4,34.3,38.9,61.9,74.5,78.4,29.8
49-2098.00,Security and Fire Alarm Systems Installers,16.06,13.73,12.92,11.25,9.31,12.95,12.48,11.29,-0.646,-0.304,0.504,0.719,0.708,-0.426,-0.672,-0.378,29.4,44.1,68.3,70.7,76.7,39.9,29.9,38.0
47-4091.00,Segmental Pavers,15.38,12.03,12.85,13.73,10.56,14.0,11.5,9.96,-0.819,-0.92,0.476,1.192,1.07,-0.121,-1.02,-1.066,24.6,17.1,67.3,83.8,83.7,49.6,17.8,12.4
25-3021.00,Self-Enrichment Teachers,22.64,12.39,9.35,3.86,5.18,19.26,17.45,9.86,1.027,-0.79,-0.941,-0.692,-0.488,1.408,1.094,-1.117,85.0,22.9,20.1,36.1,38.6,90.0,84.3,11.1
51-9141.00,Semiconductor Processing Technicians,18.0,13.81,12.89,12.59,6.58,10.97,11.62,13.54,-0.153,-0.275,0.492,0.974,-0.082,-1.002,-0.977,0.785,44.5,45.1,68.0,77.4,53.4,18.1,19.1,82.4
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",13.63,12.52,13.1,12.83,11.73,10.07,12.45,13.68,-1.264,-0.743,0.577,1.02,1.409,-1.264,-0.682,0.857,11.0,25.3,70.0,78.3,88.8,9.6,29.6,83.2
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,12.89,11.85,13.05,14.51,13.26,12.5,11.0,10.94,-1.452,-0.986,0.557,1.341,1.852,-0.557,-1.197,-0.559,6.6,14.7,69.6,87.1,95.3,35.6,11.5,30.2
47-5013.00,"Service Unit Operators, Oil and Gas",12.78,13.35,12.26,12.98,13.04,12.15,12.64,10.79,-1.48,-0.442,0.237,1.049,1.788,-0.659,-0.615,-0.637,5.8,38.6,60.0,79.1,94.5,32.2,31.7,26.8
27-1027.00,Set and Exhibit Designers,17.1,13.76,18.48,4.78,11.86,11.77,12.11,10.15,-0.381,-0.293,2.756,-0.516,1.447,-0.769,-0.803,-0.968,35.9,44.5,99.6,40.9,90.0,28.1,25.6,15.4
51-6051.00,"Sewers, Hand",11.26,11.83,18.4,17.39,7.01,10.22,10.36,13.53,-1.867,-0.993,2.724,1.89,0.042,-1.22,-1.425,0.78,0.9,14.1,99.3,97.5,58.3,10.4,3.9,82.3
51-6031.00,Sewing Machine Operators,12.68,12.05,16.64,16.48,8.99,8.16,11.44,13.55,-1.505,-0.913,2.011,1.717,0.616,-1.819,-1.041,0.79,5.1,17.6,97.5,95.0,75.1,0.8,16.9,82.6
39-5093.00,Shampooers,21.07,11.07,10.32,11.34,4.4,18.84,12.06,10.89,0.628,-1.269,-0.549,0.736,-0.714,1.286,-0.821,-0.585,74.3,6.2,34.9,71.4,28.1,88.8,24.6,29.0
47-2211.00,Sheet Metal Workers,13.47,14.24,15.85,13.89,9.53,10.54,11.26,11.22,-1.305,-0.119,1.691,1.222,0.772,-1.127,-1.105,-0.414,9.2,52.2,94.7,84.5,78.3,13.2,15.3,36.0
53-5031.00,Ship Engineers,15.83,14.3,11.28,11.99,11.88,10.2,13.8,10.73,-0.704,-0.097,-0.16,0.86,1.453,-1.226,-0.203,-0.668,28.1,53.7,47.8,73.9,90.2,10.3,46.1,26.0
43-5071.00,"Shipping, Receiving, and Inventory Clerks",17.58,14.07,12.33,10.66,7.16,13.21,12.34,12.66,-0.259,-0.181,0.265,0.606,0.086,-0.351,-0.721,0.33,39.7,50.0,60.7,68.3,59.5,42.7,28.7,69.7
51-6042.00,Shoe Machine Operators and Tenders,14.34,11.75,14.71,15.22,9.62,10.32,10.57,13.48,-1.083,-1.022,1.229,1.476,0.798,-1.191,-1.35,0.754,16.8,13.2,87.9,90.4,78.6,11.2,6.4,81.3
51-6041.00,Shoe and Leather Workers and Repairers,14.63,12.3,13.82,13.03,9.32,11.89,12.0,13.01,-1.01,-0.822,0.869,1.058,0.711,-0.734,-0.842,0.511,19.1,21.4,78.6,79.4,76.8,29.5,23.9,75.1
53-3053.00,Shuttle Drivers and Chauffeurs,15.23,9.76,12.38,10.52,11.24,16.77,12.91,11.19,-0.857,-1.744,0.286,0.579,1.267,0.684,-0.519,-0.43,23.2,0.9,61.7,68.0,86.4,72.6,35.8,35.2
49-9097.00,Signal and Track Switch Repairers,12.87,12.73,15.54,13.98,11.69,8.32,12.33,12.56,-1.457,-0.667,1.565,1.24,1.397,-1.772,-0.725,0.278,6.4,27.5,93.5,85.0,88.7,1.0,28.5,67.4
39-5094.00,Skincare Specialists,19.67,11.97,11.27,8.08,3.59,18.78,15.24,11.4,0.272,-0.942,-0.164,0.114,-0.948,1.269,0.309,-0.321,61.2,16.2,47.5,58.5,18.7,87.9,63.3,40.3
51-3023.00,Slaughterers and Meat Packers,13.73,10.64,11.26,17.86,9.91,12.36,7.99,16.24,-1.238,-1.424,-0.168,1.98,0.882,-0.598,-2.267,2.181,12.0,3.9,47.4,98.3,80.3,34.2,0.1,96.1
19-4061.00,Social Science Research Assistants,24.98,17.54,10.38,2.16,3.56,13.11,16.45,11.82,1.622,1.078,-0.524,-1.016,-0.957,-0.38,0.739,-0.104,94.0,85.1,36.1,21.4,17.9,41.7,76.6,50.7
25-1113.00,"Social Work Teachers, Postsecondary",23.39,13.92,7.09,1.06,2.08,21.44,22.16,8.87,1.218,-0.235,-1.857,-1.226,-1.386,2.042,2.768,-1.629,88.7,46.9,0.4,2.8,4.0,98.3,99.7,2.7
11-9151.00,Social and Community Service Managers,20.29,15.45,8.62,2.28,4.12,21.66,18.71,8.87,0.43,0.32,-1.237,-0.993,-0.795,2.106,1.542,-1.629,67.4,69.1,9.2,22.5,24.6,98.5,93.2,2.7
21-1093.00,Social and Human Service Assistants,21.02,13.26,8.6,2.89,4.81,20.88,19.2,9.33,0.615,-0.474,-1.245,-0.877,-0.595,1.879,1.716,-1.391,73.9,36.9,8.9,28.1,33.6,97.5,93.8,5.9
19-3041.00,Sociologists,24.2,15.77,7.59,1.05,1.51,18.72,20.13,11.04,1.424,0.436,-1.654,-1.228,-1.551,1.251,2.047,-0.507,91.9,71.4,2.2,2.3,1.0,87.1,97.2,31.8
25-1067.00,"Sociology Teachers, Postsecondary",25.03,14.3,6.9,0.91,1.14,19.32,21.95,10.43,1.635,-0.097,-1.934,-1.255,-1.658,1.426,2.693,-0.823,94.2,53.7,0.3,0.4,0.1,90.7,99.6,20.4
15-1252.00,Software Developers,20.38,20.71,11.37,2.35,2.93,14.49,16.51,11.26,0.453,2.227,-0.123,-0.98,-1.14,0.021,0.76,-0.394,68.8,97.1,48.8,22.9,8.8,54.0,77.1,37.0
15-1253.00,Software Quality Assurance Analysts and Testers,22.08,19.0,12.04,2.81,4.43,11.96,15.75,11.94,0.885,1.607,0.148,-0.892,-0.705,-0.714,0.49,-0.042,81.9,91.9,57.4,27.1,28.2,30.0,69.9,53.7
19-1013.00,Soil and Plant Scientists,19.71,18.18,10.42,3.96,3.45,11.46,15.45,17.36,0.282,1.31,-0.508,-0.673,-0.989,-0.86,0.384,2.759,61.7,88.7,36.7,36.6,15.9,24.3,66.3,98.0
47-1011.03,Solar Energy Installation Managers,17.54,13.89,13.09,8.56,6.17,16.68,13.96,10.12,-0.27,-0.246,0.573,0.205,-0.201,0.658,-0.146,-0.983,39.4,46.4,69.9,60.9,49.6,71.4,47.9,14.5
17-2199.11,Solar Energy Systems Engineers,19.75,18.58,14.06,4.39,5.15,11.69,14.24,12.15,0.292,1.455,0.966,-0.59,-0.497,-0.793,-0.046,0.066,62.2,89.8,82.2,38.7,38.0,26.7,51.0,57.8
47-2231.00,Solar Photovoltaic Installers,13.01,15.14,15.64,11.92,8.32,12.99,11.82,11.15,-1.422,0.207,1.606,0.846,0.421,-0.415,-0.906,-0.451,7.0,65.9,94.0,73.7,68.5,40.2,20.9,34.5
41-4011.07,Solar Sales Representatives and Assessors,22.17,16.1,13.45,1.9,2.07,18.91,14.39,11.0,0.908,0.556,0.719,-1.066,-1.389,1.306,0.007,-0.528,82.6,74.2,73.9,18.3,3.7,89.0,53.8,31.2
47-2152.04,Solar Thermal Installers and Technicians,15.28,13.03,14.28,11.68,8.06,15.0,11.52,11.13,-0.844,-0.558,1.055,0.801,0.346,0.17,-1.013,-0.461,23.8,32.6,85.1,72.9,66.9,57.4,18.0,34.1
27-4014.00,Sound Engineering Technicians,16.28,12.86,11.13,6.89,19.19,11.58,11.84,10.23,-0.59,-0.619,-0.221,-0.113,3.57,-0.825,-0.899,-0.926,30.5,29.3,45.7,52.5,99.7,25.3,21.1,17.0
11-9179.02,Spa Managers,19.59,15.15,8.73,3.7,4.73,20.39,18.34,9.37,0.252,0.211,-1.193,-0.722,-0.618,1.737,1.411,-1.371,60.2,66.2,10.3,34.6,32.7,95.7,91.5,6.3
25-2056.00,"Special Education Teachers, Elementary School",20.74,14.03,9.54,2.87,6.09,17.67,18.11,10.94,0.544,-0.195,-0.865,-0.881,-0.224,0.946,1.329,-0.559,71.7,49.6,23.4,27.6,48.8,78.6,89.5,30.2
25-2057.00,"Special Education Teachers, Middle School",21.3,14.6,8.96,1.76,4.89,18.82,19.91,9.77,0.687,0.012,-1.099,-1.092,-0.572,1.28,1.968,-1.164,76.0,57.9,13.8,16.9,34.7,88.6,96.4,10.3
25-2051.00,"Special Education Teachers, Preschool",21.34,14.25,8.4,4.13,6.52,16.64,19.41,9.3,0.697,-0.115,-1.326,-0.64,-0.1,0.646,1.791,-1.407,76.3,52.5,7.7,37.4,53.0,70.8,95.0,5.7
25-2058.00,"Special Education Teachers, Secondary School",19.93,13.8,8.85,1.81,5.87,19.27,20.14,10.33,0.338,-0.278,-1.144,-1.083,-0.288,1.411,2.05,-0.874,64.4,45.0,12.0,17.3,46.5,90.4,97.3,18.6
27-1014.00,Special Effects Artists and Animators,20.23,14.76,16.71,4.58,5.44,12.28,13.22,12.78,0.415,0.07,2.039,-0.554,-0.413,-0.621,-0.409,0.392,67.2,60.4,97.7,39.8,42.4,33.6,38.9,72.1
29-1127.00,Speech-Language Pathologists,21.18,13.21,8.12,1.73,10.81,17.07,17.5,10.38,0.656,-0.492,-1.44,-1.098,1.143,0.772,1.112,-0.849,74.9,35.9,5.5,16.6,84.7,75.2,84.9,19.8
31-9099.01,Speech-Language Pathology Assistants,22.2,12.01,9.1,2.71,12.11,16.76,15.71,9.39,0.915,-0.928,-1.043,-0.911,1.519,0.681,0.476,-1.36,82.7,16.8,16.2,26.3,91.1,72.5,69.4,6.5
29-1229.06,Sports Medicine Physicians,19.18,14.28,10.39,6.07,5.99,14.45,16.21,13.43,0.147,-0.104,-0.52,-0.27,-0.253,0.01,0.654,0.728,56.3,53.2,36.4,48.3,47.7,53.9,74.7,80.1
51-8021.00,Stationary Engineers and Boiler Operators,14.95,14.92,12.35,11.31,12.05,9.86,11.98,12.59,-0.928,0.128,0.273,0.73,1.502,-1.325,-0.849,0.294,21.5,63.1,61.4,71.1,90.8,7.6,23.4,68.1
43-9111.00,Statistical Assistants,21.56,21.7,10.76,1.72,2.96,13.38,16.06,11.88,0.753,2.586,-0.37,-1.1,-1.131,-0.301,0.6,-0.073,78.1,98.9,40.8,16.1,9.4,44.1,73.9,52.6
15-2041.00,Statisticians,22.95,24.01,9.91,1.26,2.02,11.0,15.66,13.18,1.106,3.424,-0.715,-1.188,-1.403,-0.993,0.458,0.599,86.2,99.6,29.9,6.5,3.4,18.6,68.8,77.0
53-7065.00,Stockers and Order Fillers,18.05,11.46,12.79,13.34,8.59,13.15,11.17,11.46,-0.14,-1.127,0.452,1.117,0.5,-0.368,-1.137,-0.29,45.1,9.5,66.0,80.6,71.9,42.1,14.3,41.4
51-9195.03,"Stone Cutters and Carvers, Manufacturing",14.1,13.52,15.51,15.75,7.65,10.28,10.85,12.36,-1.144,-0.38,1.553,1.577,0.227,-1.203,-1.251,0.175,14.7,41.8,93.2,92.4,64.1,10.7,9.4,63.2
47-2022.00,Stonemasons,12.16,13.46,15.61,15.57,7.92,11.77,12.32,11.2,-1.638,-0.402,1.594,1.543,0.306,-0.769,-0.728,-0.425,2.9,40.3,93.7,91.6,66.2,28.1,28.4,35.3
47-2221.00,Structural Iron and Steel Workers,11.44,10.86,15.0,17.56,13.61,10.36,11.36,9.81,-1.821,-1.345,1.347,1.923,1.954,-1.179,-1.07,-1.143,1.5,4.9,90.2,97.8,96.3,12.0,16.2,10.6
51-2041.00,Structural Metal Fabricators and Fitters,15.55,13.46,15.09,14.16,8.55,11.12,10.03,12.03,-0.776,-0.402,1.383,1.274,0.488,-0.958,-1.542,0.004,25.7,40.3,90.9,86.1,71.3,20.1,2.2,55.5
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,20.35,13.27,7.52,2.72,3.79,22.24,21.32,8.77,0.445,-0.471,-1.683,-0.909,-0.89,2.275,2.469,-1.681,68.6,37.2,1.7,26.4,21.5,99.6,99.1,2.0
25-3031.00,"Substitute Teachers, Short-Term",24.9,13.07,9.58,2.0,5.35,16.88,17.55,10.67,1.602,-0.543,-0.848,-1.047,-0.439,0.716,1.13,-0.699,93.8,33.3,24.4,19.7,41.3,73.4,85.0,24.8
53-4041.00,Subway and Streetcar Operators,13.6,10.13,13.04,13.71,15.81,11.01,11.71,10.97,-1.272,-1.609,0.553,1.188,2.591,-0.99,-0.945,-0.544,10.7,1.6,69.5,83.3,99.0,18.7,20.0,30.9
11-3071.04,Supply Chain Managers,20.55,17.35,9.55,1.18,3.88,17.74,16.91,12.84,0.496,1.009,-0.86,-1.203,-0.864,0.966,0.902,0.423,69.7,84.1,23.7,4.8,22.3,79.4,80.6,72.6
29-9093.00,Surgical Assistants,16.39,11.56,12.46,11.25,10.46,12.88,12.52,12.48,-0.562,-1.091,0.318,0.719,1.041,-0.447,-0.657,0.237,31.5,10.7,62.8,70.7,83.2,39.1,30.5,65.5
29-2055.00,Surgical Technologists,15.71,11.64,12.35,10.38,10.03,13.89,13.94,12.05,-0.735,-1.062,0.273,0.553,0.917,-0.153,-0.153,0.015,27.2,12.2,61.4,67.6,81.1,48.1,47.7,56.0
19-3022.00,Survey Researchers,23.04,19.18,9.07,0.95,1.82,15.82,17.96,12.17,1.129,1.673,-1.055,-1.247,-1.461,0.408,1.276,0.077,86.9,92.6,15.3,0.9,2.3,63.8,88.0,58.3
17-3031.00,Surveying and Mapping Technicians,18.2,16.07,13.44,7.18,5.38,11.84,12.77,15.12,-0.102,0.545,0.715,-0.058,-0.43,-0.749,-0.569,1.602,46.4,73.6,73.7,54.5,41.6,28.6,33.8,93.0
17-1022.00,Surveyors,17.64,17.84,14.05,7.02,3.48,13.27,12.76,13.95,-0.244,1.187,0.962,-0.089,-0.98,-0.333,-0.572,0.997,40.2,86.7,81.9,53.1,16.7,43.5,33.4,85.6
13-1199.05,Sustainability Specialists,22.3,16.39,10.74,1.53,4.47,16.04,16.2,12.32,0.941,0.661,-0.379,-1.136,-0.694,0.472,0.65,0.154,83.3,76.8,40.5,11.7,29.3,65.9,74.6,62.2
43-2011.00,"Switchboard Operators, Including Answering Service",25.27,11.96,8.86,3.6,8.86,20.14,12.02,9.28,1.696,-0.946,-1.14,-0.741,0.578,1.664,-0.835,-1.417,95.0,16.1,12.2,33.3,73.6,95.1,24.2,5.6
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",16.59,11.35,16.42,12.57,5.34,14.72,11.09,11.93,-0.511,-1.167,1.922,0.971,-0.442,0.088,-1.165,-0.047,32.9,8.4,96.9,77.2,41.2,55.6,13.1,53.4
27-2012.04,Talent Directors,22.69,13.76,10.68,1.56,8.89,17.63,15.22,9.58,1.04,-0.293,-0.403,-1.131,0.587,0.934,0.302,-1.262,85.1,44.5,39.7,12.3,73.9,78.5,63.0,7.7
53-7121.00,"Tank Car, Truck, and Ship Loaders",14.21,10.87,13.92,16.34,12.59,9.37,11.02,11.68,-1.116,-1.341,0.909,1.69,1.658,-1.467,-1.19,-0.177,15.5,5.0,80.1,94.4,93.1,4.3,12.0,46.8
47-2082.00,Tapers,15.62,11.63,13.81,15.99,7.27,11.86,12.67,11.15,-0.758,-1.065,0.865,1.623,0.117,-0.743,-0.604,-0.451,26.3,11.9,78.5,93.5,60.7,29.0,32.1,34.5
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",22.86,17.59,9.82,1.92,3.89,16.47,15.94,11.51,1.083,1.096,-0.751,-1.062,-0.862,0.597,0.558,-0.265,85.9,85.6,27.9,18.7,22.4,68.9,71.9,42.6
13-2082.00,Tax Preparers,24.33,18.67,10.16,1.45,1.74,16.03,16.14,11.47,1.457,1.488,-0.613,-1.152,-1.484,0.469,0.629,-0.285,92.2,90.3,33.2,9.5,1.8,65.8,74.3,41.6
25-9044.00,"Teaching Assistants, Postsecondary",26.54,13.94,8.94,1.97,5.05,16.96,16.61,10.01,2.019,-0.228,-1.108,-1.052,-0.526,0.74,0.796,-1.04,97.5,47.9,13.6,19.5,37.0,74.3,78.3,13.1
